area,rank,title
Optical Character Recognition,148,Calibrated Structured Prediction
Optical Character Recognition,151,A Survey of Deep Learning Approaches for OCR and Document Understanding
Optical Character Recognition,152,MRZ code extraction from visa and passport documents using convolutional neural networks
Optical Character Recognition,153,A Skip-connected Multi-column Network for Isolated Handwritten Bangla Character and Digit recognition
Optical Character Recognition,154,An OCR system for the Unified Northern Alphabet
Optical Character Recognition,155,Calamari - A High-Performance Tensorflow-based Deep Learning Package for Optical Character Recognition
Optical Character Recognition,156,"Improving OCR Accuracy on Early Printed Books by combining Pretraining, Voting, and Active Learning"
Optical Character Recognition,157,Improving OCR Accuracy on Early Printed Books by utilizing Cross Fold Training and Voting
Optical Character Recognition,158,Calibrated Structured Prediction
Optical Character Recognition,161,A Survey of Deep Learning Approaches for OCR and Document Understanding
Optical Character Recognition,162,MRZ code extraction from visa and passport documents using convolutional neural networks
Optical Character Recognition,163,A Skip-connected Multi-column Network for Isolated Handwritten Bangla Character and Digit recognition
Optical Character Recognition,164,An OCR system for the Unified Northern Alphabet
Optical Character Recognition,165,Calamari - A High-Performance Tensorflow-based Deep Learning Package for Optical Character Recognition
Optical Character Recognition,166,"Improving OCR Accuracy on Early Printed Books by combining Pretraining, Voting, and Active Learning"
Optical Character Recognition,167,Improving OCR Accuracy on Early Printed Books by utilizing Cross Fold Training and Voting
Optical Character Recognition,168,Calibrated Structured Prediction
Optical Character Recognition,171,A Survey of Deep Learning Approaches for OCR and Document Understanding
Optical Character Recognition,172,MRZ code extraction from visa and passport documents using convolutional neural networks
Optical Character Recognition,173,A Skip-connected Multi-column Network for Isolated Handwritten Bangla Character and Digit recognition
Optical Character Recognition,174,An OCR system for the Unified Northern Alphabet
Optical Character Recognition,175,Calamari - A High-Performance Tensorflow-based Deep Learning Package for Optical Character Recognition
Optical Character Recognition,176,"Improving OCR Accuracy on Early Printed Books by combining Pretraining, Voting, and Active Learning"
Optical Character Recognition,177,Improving OCR Accuracy on Early Printed Books by utilizing Cross Fold Training and Voting
Optical Character Recognition,178,Calibrated Structured Prediction
Optical Character Recognition,181,A Survey of Deep Learning Approaches for OCR and Document Understanding
Optical Character Recognition,182,MRZ code extraction from visa and passport documents using convolutional neural networks
Optical Character Recognition,183,A Skip-connected Multi-column Network for Isolated Handwritten Bangla Character and Digit recognition
Optical Character Recognition,184,An OCR system for the Unified Northern Alphabet
Optical Character Recognition,185,Calamari - A High-Performance Tensorflow-based Deep Learning Package for Optical Character Recognition
Optical Character Recognition,186,"Improving OCR Accuracy on Early Printed Books by combining Pretraining, Voting, and Active Learning"
Optical Character Recognition,187,Improving OCR Accuracy on Early Printed Books by utilizing Cross Fold Training and Voting
Optical Character Recognition,188,Calibrated Structured Prediction
Optical Character Recognition,191,A Survey of Deep Learning Approaches for OCR and Document Understanding
Optical Character Recognition,192,MRZ code extraction from visa and passport documents using convolutional neural networks
Optical Character Recognition,193,A Skip-connected Multi-column Network for Isolated Handwritten Bangla Character and Digit recognition
Optical Character Recognition,194,An OCR system for the Unified Northern Alphabet
Optical Character Recognition,195,Calamari - A High-Performance Tensorflow-based Deep Learning Package for Optical Character Recognition
Optical Character Recognition,196,"Improving OCR Accuracy on Early Printed Books by combining Pretraining, Voting, and Active Learning"
Optical Character Recognition,197,Improving OCR Accuracy on Early Printed Books by utilizing Cross Fold Training and Voting
Optical Character Recognition,198,Calibrated Structured Prediction
3D Reconstruction,1,Structure-From-Motion Revisited
3D Reconstruction,2,Large-Scale 3D Shape Reconstruction and Segmentation from ShapeNet Core55
3D Reconstruction,3,Atlas: End-to-End 3D Scene Reconstruction from Posed Images
3D Reconstruction,4,Weakly supervised 3D Reconstruction with Adversarial Constraint
3D Reconstruction,5,3D-R2N2: A Unified Approach for Single and Multi-view 3D Object Reconstruction
3D Reconstruction,6,Kimera: from SLAM to Spatial Perception with 3D Dynamic Scene Graphs
3D Reconstruction,7,"3D Dynamic Scene Graphs: Actionable Spatial Perception with Places, Objects, and Humans"
3D Reconstruction,8,Kimera: an Open-Source Library for Real-Time Metric-Semantic Localization and Mapping
3D Reconstruction,9,Incremental Visual-Inertial 3D Mesh Generation with Structural Regularities
3D Reconstruction,10,"Expressive Body Capture: 3D Hands, Face, and Body from a Single Image"
3D Reconstruction,11,Superhuman Accuracy on the SNEMI3D Connectomics Challenge
3D Reconstruction,12,Unpaired Motion Style Transfer from Video to Animation
3D Reconstruction,13,DeepSDF: Learning Continuous Signed Distance Functions for Shape Representation
3D Reconstruction,14,Learning Continuous Image Representation with Local Implicit Image Function
3D Reconstruction,15,Learning Implicit Surface Light Fields
3D Reconstruction,16,Convolutional Occupancy Networks
3D Reconstruction,17,InfiniTAM v3: A Framework for Large-Scale 3D Reconstruction with Loop Closure
3D Reconstruction,18,Occupancy Networks: Learning 3D Reconstruction in Function Space
3D Reconstruction,19,NeuralRecon: Real-Time Coherent 3D Reconstruction from Monocular Video
3D Reconstruction,20,3DMatch: Learning Local Geometric Descriptors from RGB-D Reconstructions
3D Reconstruction,21,Geo-Supervised Visual Depth Prediction
3D Reconstruction,22,pixelNeRF: Neural Radiance Fields from One or Few Images
3D Reconstruction,23,D2-Net: A Trainable CNN for Joint Description and Detection of Local Features
3D Reconstruction,24,D2-Net: A Trainable CNN for Joint Detection and Description of Local Features
3D Reconstruction,25,Differentiable Volumetric Rendering: Learning Implicit 3D Representations without 3D Supervision
3D Reconstruction,26,On Learning 3D Face Morphable Model from In-the-wild Images
3D Reconstruction,27,Nonlinear 3D Face Morphable Model
3D Reconstruction,28,Video Based Reconstruction of 3D People Models
3D Reconstruction,29,Common Objects in 3D: Large-Scale Learning and Evaluation of Real-life 3D Category Reconstruction
3D Reconstruction,30,A Point Set Generation Network for 3D Object Reconstruction from a Single Image
3D Reconstruction,31,Pix3D: Dataset and Methods for Single-Image 3D Shape Modeling
3D Reconstruction,32,ARCH: Animatable Reconstruction of Clothed Humans
3D Reconstruction,33,PlaneRCNN: 3D Plane Detection and Reconstruction from a Single Image
3D Reconstruction,34,Pixel-Perfect Structure-from-Motion with Featuremetric Refinement
3D Reconstruction,35,Intrinsic3D: High-Quality 3D Reconstruction by Joint Appearance and Geometry Optimization with Spatially-Varying Lighting
3D Reconstruction,36,3D-SIS: 3D Semantic Instance Segmentation of RGB-D Scans
3D Reconstruction,37,Graph-Based Parallel Large Scale Structure from Motion
3D Reconstruction,38,Learning Character-Agnostic Motion for Motion Retargeting in 2D
3D Reconstruction,39,Scan2CAD: Learning CAD Model Alignment in RGB-D Scans
3D Reconstruction,40,Single-Image Piece-wise Planar 3D Reconstruction via Associative Embedding
3D Reconstruction,41,Learning Implicit Fields for Generative Shape Modeling
3D Reconstruction,42,"Learning single-image 3D reconstruction by generative modelling of shape, pose and shading"
3D Reconstruction,43,Multiview Neural Surface Reconstruction by Disentangling Geometry and Appearance
3D Reconstruction,44,LabelFusion: A Pipeline for Generating Ground Truth Labels for Real RGBD Data of Cluttered Scenes
3D Reconstruction,45,Pix2Vox: Context-aware 3D Reconstruction from Single and Multi-view Images
3D Reconstruction,46,BlendedMVS: A Large-scale Dataset for Generalized Multi-view Stereo Networks
3D Reconstruction,47,Coherent Reconstruction of Multiple Humans from a Single Image
3D Reconstruction,48,PCRNet: Point Cloud Registration Network using PointNet Encoding
3D Reconstruction,49,Neural RGB->D Sensing: Depth and Uncertainty from a Video Camera
3D Reconstruction,50,An Efficient Sampling-based Method for Online Informative Path Planning in Unknown Environments
3D Reconstruction,51,Learning a Multi-View Stereo Machine
3D Reconstruction,52,Event-based Stereo Visual Odometry
3D Reconstruction,53,Semi-Dense 3D Reconstruction with a Stereo Event Camera
3D Reconstruction,54,ASLFeat: Learning Local Features of Accurate Shape and Localization
3D Reconstruction,55,Deep Local Shapes: Learning Local SDF Priors for Detailed 3D Reconstruction
3D Reconstruction,56,PDC-Net+: Enhanced Probabilistic Dense Correspondence Network
3D Reconstruction,57,Learning Accurate Dense Correspondences and When to Trust Them
3D Reconstruction,58,DISN: Deep Implicit Surface Network for High-quality Single-view 3D Reconstruction
3D Reconstruction,59,Photometric Mesh Optimization for Video-Aligned 3D Object Reconstruction
3D Reconstruction,60,PU-GAN: a Point Cloud Upsampling Adversarial Network
3D Reconstruction,61,From handcrafted to deep local features
3D Reconstruction,62,Implicit Functions in Feature Space for 3D Shape Reconstruction and Completion
3D Reconstruction,63,GeoDesc: Learning Local Descriptors by Integrating Geometry Constraints
3D Reconstruction,64,DeepCalib: a deep learning approach for automatic intrinsic calibration of wide field-of-view cameras
3D Reconstruction,65,DeepVoxels: Learning Persistent 3D Feature Embeddings
3D Reconstruction,66,BSP-Net: Generating Compact Meshes via Binary Space Partitioning
3D Reconstruction,67,SMPLicit: Topology-aware Generative Model for Clothed People
3D Reconstruction,68,Fast and Robust Iterative Closest Point
3D Reconstruction,69,Learning 3D Human Shape and Pose from Dense Body Parts
3D Reconstruction,70,Stochastic Bundle Adjustment for Efficient and Scalable 3D Reconstruction
3D Reconstruction,71,Robust Learning Through Cross-Task Consistency
3D Reconstruction,72,Robust Learning Through Cross-Task Consistency
3D Reconstruction,73,DeepDeform: Learning Non-Rigid RGB-D Reconstruction With Semi-Supervised Data
3D Reconstruction,74,DeepDeform: Learning Non-rigid RGB-D Reconstruction with Semi-supervised Data
3D Reconstruction,75,Octree Generating Networks: Efficient Convolutional Architectures for High-resolution 3D Outputs
3D Reconstruction,76,MINE: Towards Continuous Depth MPI with NeRF for Novel View Synthesis
3D Reconstruction,77,Track to Reconstruct and Reconstruct to Track
3D Reconstruction,78,SDFDiff: Differentiable Rendering of Signed Distance Fields for 3D Shape Optimization
3D Reconstruction,79,Learning to Parse Wireframes in Images of Man-Made Environments
3D Reconstruction,80,SG-NN: Sparse Generative Neural Networks for Self-Supervised Scene Completion of RGB-D Scans
3D Reconstruction,81,An Effective Loss Function for Generating 3D Models from Single 2D Image without Rendering
3D Reconstruction,82,Im2Avatar: Colorful 3D Reconstruction from a Single Image
3D Reconstruction,83,Robust Point Cloud Based Reconstruction of Large-Scale Outdoor Scenes
3D Reconstruction,84,Self-Supervised Deep Depth Denoising
3D Reconstruction,85,Semantic Stereo for Incidental Satellite Images
3D Reconstruction,86,Single Image 3D Hand Reconstruction with Mesh Convolutions
3D Reconstruction,87,OctNetFusion: Learning Depth Fusion from Data
3D Reconstruction,88,3D-LMNet: Latent Embedding Matching for Accurate and Diverse 3D Point Cloud Reconstruction from a Single Image
3D Reconstruction,89,Deep Depth from Defocus: how can defocus blur improve 3D estimation using dense neural networks?
3D Reconstruction,90,SDF-SRN: Learning Signed Distance 3D Object Reconstruction from Static Images
3D Reconstruction,91,PQ-NET: A Generative Part Seq2Seq Network for 3D Shapes
3D Reconstruction,92,RoutedFusion: Learning Real-time Depth Map Fusion
3D Reconstruction,93,Hybrid coarse-fine classification for head pose estimation
3D Reconstruction,94,Image2Mesh: A Learning Framework for Single Image 3D Reconstruction
3D Reconstruction,95,Learning to Detect 3D Reflection Symmetry for Single-View Reconstruction
3D Reconstruction,96,PU-GCN: Point Cloud Upsampling using Graph Convolutional Networks
3D Reconstruction,97,Deep Implicit Moving Least-Squares Functions for 3D Reconstruction
3D Reconstruction,98,GeoNet++: Iterative Geometric Neural Network with Edge-Aware Refinement for Joint Depth and Surface Normal Estimation
3D Reconstruction,99,Through the Looking Glass: Neural 3D Reconstruction of Transparent Shapes
3D Reconstruction,100,Learning Free-Form Deformations for 3D Object Reconstruction
3D Reconstruction,101,Transformable Bottleneck Networks
3D Reconstruction,102,DeepFaceFlow: In-the-wild Dense 3D Facial Motion Estimation
3D Reconstruction,103,Learning Unsupervised Hierarchical Part Decomposition of 3D Objects from a Single RGB Image
3D Reconstruction,104,G2D: from GTA to Data
3D Reconstruction,105,RayNet: Learning Volumetric 3D Reconstruction with Ray Potentials
3D Reconstruction,106,Deep Stereo using Adaptive Thin Volume Representation with Uncertainty Awareness
3D Reconstruction,107,Pyramid Multi-view Stereo Net with Self-adaptive View Aggregation
3D Reconstruction,108,Learning Non-Volumetric Depth Fusion Using Successive Reprojections
3D Reconstruction,109,Tigris: Architecture and Algorithms for 3D Perception in Point Clouds
3D Reconstruction,110,Weakly-Supervised Multi-Face 3D Reconstruction
3D Reconstruction,111,GSNet: Joint Vehicle Pose and Shape Reconstruction with Geometrical and Scene-aware Supervision
3D Reconstruction,112,Extremely Dense Point Correspondences using a Learned Feature Descriptor
3D Reconstruction,113,Learning Single-View 3D Reconstruction with Limited Pose Supervision
3D Reconstruction,114,AA-RMVSNet: Adaptive Aggregation Recurrent Multi-view Stereo Network
3D Reconstruction,115,DI-Fusion: Online Implicit 3D Reconstruction with Deep Priors
3D Reconstruction,116,3D Reconstruction of Novel Object Shapes from Single Images
3D Reconstruction,117,Surface Reconstruction from 3D Line Segments
3D Reconstruction,118,Learning Deformable Tetrahedral Meshes for 3D Reconstruction
3D Reconstruction,119,Matchable Image Retrieval by Learning from Surface Reconstruction
3D Reconstruction,120,GraphX-Convolution for Point Cloud Deformation in 2D-to-3D Conversion
3D Reconstruction,121,Robust Attentional Aggregation of Deep Feature Sets for Multi-view 3D Reconstruction
3D Reconstruction,122,NeuralBlox: Real-Time Neural Representation Fusion for Robust Volumetric Mapping
3D Reconstruction,123,SPSG: Self-Supervised Photometric Scene Generation from RGB-D Scans
3D Reconstruction,124,AutoSweep: Recovering 3D Editable Objectsfrom a Single Photograph
3D Reconstruction,125,UltraPose: Synthesizing Dense Pose with 1 Billion Points by Human-body Decoupling 3D Model
3D Reconstruction,126,Occlusion-Aware Depth Estimation with Adaptive Normal Constraints
3D Reconstruction,127,Hierarchical Kinematic Probability Distributions for 3D Human Shape and Pose Estimation from Images in the Wild
3D Reconstruction,128,Integration of the 3D Environment for UAV Onboard Visual Object Tracking
3D Reconstruction,129,Multi-view 3D Reconstruction of a Texture-less Smooth Surface of Unknown Generic Reflectance
3D Reconstruction,130,Spatial Semantic Embedding Network: Fast 3D Instance Segmentation with Deep Metric Learning
3D Reconstruction,131,Silhouette Guided Point Cloud Reconstruction beyond Occlusion
3D Reconstruction,132,H3D-Net: Few-Shot High-Fidelity 3D Head Reconstruction
3D Reconstruction,133,Synergies Between Affordance and Geometry: 6-DoF Grasp Detection via Implicit Representations
3D Reconstruction,134,Learning 3D Shape Feature for Texture-Insensitive Person Re-Identification
3D Reconstruction,135,Deep Two-View Structure-from-Motion Revisited
3D Reconstruction,136,A Neural Network Approach to Missing Marker Reconstruction in Human Motion Capture
3D Reconstruction,137,Single-View Reconstruction via Joint Analysis of Image and Shape Collections
3D Reconstruction,138,Multi-Dimension Fusion Network for Light Field Spatial Super-Resolution using Dynamic Filters
3D Reconstruction,139,HyNet: Learning Local Descriptor with Hybrid Similarity Measure and Triplet Loss
3D Reconstruction,140,Learning a Hierarchical Latent-Variable Model of 3D Shapes
3D Reconstruction,141,Toward Realistic Single-View 3D Object Reconstruction with Unsupervised Learning from Multiple Images
3D Reconstruction,142,One Framework to Register Them All: PointNet Encoding for Point Cloud Alignment
3D Reconstruction,143,PeeledHuman: Robust Shape Representation for Textured 3D Human Body Reconstruction
3D Reconstruction,144,UNI-EM: An Environment for Deep Neural Network-Based Automated Segmentation of Neuronal Electron Microscopic Images
3D Reconstruction,145,Single View Metrology in the Wild
3D Reconstruction,146,Live Reconstruction of Large-Scale Dynamic Outdoor Worlds
3D Reconstruction,147,PLMP -- Point-Line Minimal Problems in Complete Multi-View Visibility
3D Reconstruction,148,Dynamic Plane Convolutional Occupancy Networks
3D Reconstruction,149,Next-Best View Policy for 3D Reconstruction
3D Reconstruction,150,Differentiable probabilistic models of scientific imaging with the Fourier slice theorem
3D Reconstruction,151,Indoor Panorama Planar 3D Reconstruction via Divide and Conquer
3D Reconstruction,152,Attention Aware Cost Volume Pyramid Based Multi-view Stereo Network for 3D Reconstruction
3D Reconstruction,153,Learning Anchored Unsigned Distance Functions with Gradient Direction Alignment for Single-view Garment Reconstruction
3D Reconstruction,154,"Fully Understanding Generic Objects: Modeling, Segmentation, and Reconstruction"
3D Reconstruction,155,3D Object Reconstruction from Hand-Object Interactions
3D Reconstruction,156,Traffic4D: Single View Reconstruction of Repetitious Activity Using Longitudinal Self-Supervision
3D Reconstruction,157,LegoFormer: Transformers for Block-by-Block Multi-view 3D Reconstruction
3D Reconstruction,158,Rethinking Content and Style: Exploring Bias for Unsupervised Disentanglement
3D Reconstruction,159,Amodal 3D Reconstruction for Robotic Manipulation via Stability and Connectivity
3D Reconstruction,160,CarFusion: Combining Point Tracking and Part Detection for Dynamic 3D Reconstruction of Vehicles
3D Reconstruction,161,ChESS - Quick and Robust Detection of Chess-board Features
3D Reconstruction,162,Mirror3D: Depth Refinement for Mirror Surfaces
3D Reconstruction,163,Canonical 3D Deformer Maps: Unifying parametric and non-parametric methods for dense weakly-supervised category reconstruction
3D Reconstruction,164,3D Shape Reconstruction from Free-Hand Sketches
3D Reconstruction,165,Learning Embedding of 3D models with Quadric Loss
3D Reconstruction,166,AIR-Nets: An Attention-Based Framework for Locally Conditioned Implicit Representations
3D Reconstruction,167,Reconstructing Sinus Anatomy from Endoscopic Video -- Towards a Radiation-free Approach for Quantitative Longitudinal Assessment
3D Reconstruction,168,ResDepth: A Deep Prior For 3D Reconstruction From High-resolution Satellite Images
3D Reconstruction,169,HDD-Net: Hybrid Detector Descriptor with Mutual Interactive Learning
3D Reconstruction,170,IVUS-Net: An Intravascular Ultrasound Segmentation Network
3D Reconstruction,171,What does 2D geometric information really tell us about 3D face shape?
3D Reconstruction,172,SMASH: Physics-guided Reconstruction of Collisions from Videos
3D Reconstruction,173,PCLs: Geometry-aware Neural Reconstruction of 3D Pose with Perspective Crop Layers
3D Reconstruction,174,Domes to Drones: Self-Supervised Active Triangulation for 3D Human Pose Reconstruction
3D Reconstruction,175,Road surface 3d reconstruction based on dense subpixel disparity map estimation
3D Reconstruction,176,Photometric Bundle Adjustment for Dense Multi-View 3D Modeling
3D Reconstruction,177,Neural Implicit 3D Shapes from Single Images with Spatial Patterns
3D Reconstruction,178,Three-dimensional multimodal medical imaging system based on free-hand ultrasound and structured light
3D Reconstruction,179,Wide-angle Image Rectification: A Survey
3D Reconstruction,180,Continuous Object Representation Networks: Novel View Synthesis without Target View Supervision
3D Reconstruction,181,Few-Shot Single-View 3-D Object Reconstruction with Compositional Priors
3D Reconstruction,182,Domain-Specific Face Synthesis for Video Face Recognition from a Single Sample Per Person
3D Reconstruction,183,3D Reconstruction of Incomplete Archaeological Objects Using a Generative Adversarial Network
3D Reconstruction,184,NeRS: Neural Reflectance Surfaces for Sparse-view 3D Reconstruction in the Wild
3D Reconstruction,185,The Double Sphere Camera Model
3D Reconstruction,186,E3D: Event-Based 3D Shape Reconstruction
3D Reconstruction,187,Efficient Scene Compression for Visual-based Localization
3D Reconstruction,188,Leveraging Photogrammetric Mesh Models for Aerial-Ground Feature Point Matching Toward Integrated 3D Reconstruction
3D Reconstruction,189,Deep NRSfM++: Towards Unsupervised 2D-3D Lifting in the Wild
3D Reconstruction,190,Multiview Supervision By Registration
3D Reconstruction,191,A Real-Time Online Learning Framework for Joint 3D Reconstruction and Semantic Segmentation of Indoor Scenes
3D Reconstruction,192,Active 3D Shape Reconstruction from Vision and Touch
3D Reconstruction,193,Fixing Implicit Derivatives: Trust-Region Based Learning of Continuous Energy Functions
3D Reconstruction,194,Hubless keypoint-based 3D deformable groupwise registration
3D Reconstruction,195,3D-RETR: End-to-End Single and Multi-View 3D Reconstruction with Transformers
3D Reconstruction,196,Part-Aware Measurement for Robust Multi-View Multi-Human 3D Pose Estimation and Tracking
3D Reconstruction,197,Geodesy of irregular small bodies via neural density fields: geodesyNets
3D Reconstruction,198,Multi-view data capture for dynamic object reconstruction using handheld augmented reality mobiles
3D Reconstruction,199,Dehazing Cost Volume for Deep Multi-view Stereo in Scattering Media with Airlight and Scattering Coefficient Estimation
3D Reconstruction,200,BraggNN: Fast X-ray Bragg Peak Analysis Using Deep Learning
Image Retrieval,1,Google Landmarks Dataset v2 -- A Large-Scale Benchmark for Instance-Level Recognition and Retrieval
Image Retrieval,2,Unifying Deep Local and Global Features for Image Search
Image Retrieval,3,Detect-to-Retrieve: Efficient Regional Aggregation for Image Search
Image Retrieval,4,Revisiting Oxford and Paris: Large-Scale Image Retrieval Benchmarking
Image Retrieval,5,Large-Scale Image Retrieval with Attentive Deep Local Features
Image Retrieval,6,Deep Image Retrieval: Learning global representations for image search
Image Retrieval,7,VGGFace2: A dataset for recognising faces across pose and age
Image Retrieval,8,Classification is a Strong Baseline for Deep Metric Learning
Image Retrieval,9,Improving the HardNet Descriptor
Image Retrieval,10,Kornia: an Open Source Differentiable Computer Vision Library for PyTorch
Image Retrieval,11,Repeatability Is Not Enough: Learning Affine Regions via Discriminability
Image Retrieval,12,Working hard to know your neighbor's margins: Local descriptor learning loss
Image Retrieval,13,Circle Loss: A Unified Perspective of Pair Similarity Optimization
Image Retrieval,14,Improving zero-shot learning by mitigating the hubness problem
Image Retrieval,15,MosAIc: Finding Artistic Connections across Culture with Conditional Image Retrieval
Image Retrieval,16,FastReID: A Pytorch Toolbox for General Instance Re-identification
Image Retrieval,17,Objectron: A Large Scale Dataset of Object-Centric Videos in the Wild with Pose Annotations
Image Retrieval,18,The Design and Implementation of a Real Time Visual Search System on JD E-commerce Platform
Image Retrieval,19,Fine-tuning CNN Image Retrieval with No Human Annotation
Image Retrieval,20,CNN Image Retrieval Learns from BoW: Unsupervised Fine-Tuning with Hard Examples
Image Retrieval,21,PyRetri: A PyTorch-based Library for Unsupervised Image Retrieval by Deep Convolutional Neural Networks
Image Retrieval,22,Graph-RISE: Graph-Regularized Image Semantic Embedding
Image Retrieval,23,Learning Deep Representations of Fine-grained Visual Descriptions
Image Retrieval,24,Cross-Batch Memory for Embedding Learning
Image Retrieval,25,Multi-Similarity Loss with General Pair Weighting for Deep Metric Learning
Image Retrieval,26,12-in-1: Multi-Task Vision and Language Representation Learning
Image Retrieval,27,ViLBERT: Pretraining Task-Agnostic Visiolinguistic Representations for Vision-and-Language Tasks
Image Retrieval,28,Google Landmarks Dataset v2 - A Large-Scale Benchmark for Instance-Level Recognition and Retrieval
Image Retrieval,29,Two-stage Discriminative Re-ranking for Large-scale Landmark Retrieval
Image Retrieval,30,Looking at Outfit to Parse Clothing
Image Retrieval,31,Deep Triplet Quantization
Image Retrieval,32,Deep Exemplar-based Colorization
Image Retrieval,33,NetVLAD: CNN architecture for weakly supervised place recognition
Image Retrieval,34,Learning with Average Precision: Training Image Retrieval with a Listwise Loss
Image Retrieval,35,End-to-end Learning of Deep Visual Representations for Image Retrieval
Image Retrieval,36,Particular object retrieval with integral max-pooling of CNN activations
Image Retrieval,37,VSE++: Improving Visual-Semantic Embeddings with Hard Negatives
Image Retrieval,38,CNN Features off-the-shelf: an Astounding Baseline for Recognition
Image Retrieval,39,Are Gender-Neutral Queries Really Gender-Neutral? Mitigating Gender Bias in Image Search
Image Retrieval,40,Stacked Cross Attention for Image-Text Matching
Image Retrieval,41,Compounding the Performance Improvements of Assembled Techniques in a Convolutional Neural Network
Image Retrieval,42,Batch DropBlock Network for Person Re-identification and Beyond
Image Retrieval,43,A Discriminatively Learned CNN Embedding for Person Re-identification
Image Retrieval,44,Optimizing Rank-based Metrics with Blackbox Differentiation
Image Retrieval,45,Sampling Matters in Deep Embedding Learning
Image Retrieval,46,Pedestrian Alignment Network for Large-scale Person Re-identification
Image Retrieval,47,Hierarchy-based Image Embeddings for Semantic Image Retrieval
Image Retrieval,48,Hyperbolic Image Embeddings
Image Retrieval,49,Supporting large-scale image recognition with out-of-domain samples
Image Retrieval,50,Class-Weighted Convolutional Features for Visual Instance Search
Image Retrieval,51,MultiGrain: a unified image embedding for classes and instances
Image Retrieval,52,Composing Text and Image for Image Retrieval - An Empirical Odyssey
Image Retrieval,53,Robust Image Retrieval-based Visual Localization using Kapture
Image Retrieval,54,Visual Semantic Reasoning for Image-Text Matching
Image Retrieval,55,Supervised Learning of Semantics-Preserving Hash via Deep Convolutional Neural Networks
Image Retrieval,56,Answering Visual-Relational Queries in Web-Extracted Knowledge Graphs
Image Retrieval,57,PDC-Net+: Enhanced Probabilistic Dense Correspondence Network
Image Retrieval,58,Self-supervising Fine-grained Region Similarities for Large-scale Image Localization
Image Retrieval,59,Deep Shape Matching
Image Retrieval,60,Comparative Evaluation of Hand-Crafted and Learned Local Features
Image Retrieval,61,Efficient Image Retrieval via Decoupling Diffusion into Online and Offline Processing
Image Retrieval,62,Learning compact binary descriptors with unsupervised deep neural networks
Image Retrieval,63,Smooth-AP: Smoothing the Path Towards Large-Scale Image Retrieval
Image Retrieval,64,SoftTriple Loss: Deep Metric Learning Without Triplet Sampling
Image Retrieval,65,Deep Learning based Large Scale Visual Recommendation and Search for E-Commerce
Image Retrieval,66,AugNet: End-to-End Unsupervised Visual Representation Learning with Image Augmentation
Image Retrieval,67,Attribute-Aware Attention Model for Fine-grained Representation Learning
Image Retrieval,68,ICDAR 2019 Competition on Image Retrieval for Historical Handwritten Documents
Image Retrieval,69,Hardness-Aware Deep Metric Learning
Image Retrieval,70,2nd Place Solution to Google Landmark Retrieval 2021
Image Retrieval,71,Night-to-Day Image Translation for Retrieval-based Localization
Image Retrieval,72,SOLAR: Second-Order Loss and Attention for Image Retrieval
Image Retrieval,73,Self-Supervised Relational Reasoning for Representation Learning
Image Retrieval,74,Combination of Multiple Global Descriptors for Image Retrieval
Image Retrieval,75,Efficient Diffusion on Region Manifolds: Recovering Small Objects with Compact CNN Representations
Image Retrieval,76,Natural Language Object Retrieval
Image Retrieval,77,ExprGAN: Facial Expression Editing with Controllable Expression Intensity
Image Retrieval,78,Fast and Incremental Loop Closure Detection Using Proximity Graphs
Image Retrieval,79,Deep Sketch Hashing: Fast Free-hand Sketch-Based Image Retrieval
Image Retrieval,80,Benchmarking Image Retrieval for Visual Localization
Image Retrieval,81,Discovering Visual Patterns in Art Collections with Spatially-consistent Feature Learning
Image Retrieval,82,Leveraging Unlabeled Data for Crowd Counting by Learning to Rank
Image Retrieval,83,AMC: Attention guided Multi-modal Correlation Learning for Image Search
Image Retrieval,84,Cross-dimensional Weighting for Aggregated Deep Convolutional Features
Image Retrieval,85,CAMP: Cross-Modal Adaptive Message Passing for Text-Image Retrieval
Image Retrieval,86,Semantically Tied Paired Cycle Consistency for Zero-Shot Sketch-based Image Retrieval
Image Retrieval,87,Deep Metric Learning to Rank
Image Retrieval,88,Ranked List Loss for Deep Metric Learning
Image Retrieval,89,Re-identification = Retrieval + Verification: Back to Essence and Forward with a New Metric
Image Retrieval,90,Similarity Reasoning and Filtration for Image-Text Matching
Image Retrieval,91,Metric Learning With HORDE: High-Order Regularizer for Deep Embeddings
Image Retrieval,92,SketchyScene: Richly-Annotated Scene Sketches
Image Retrieval,93,Kaleido-BERT: Vision-Language Pre-training on Fashion Domain
Image Retrieval,94,Sequential Place Learning: Heuristic-Free High-Performance Long-Term Place Recognition
Image Retrieval,95,DeepSeqSLAM: A Trainable CNN+RNN for Joint Global Description and Sequence-based Place Recognition
Image Retrieval,96,Fashion IQ: A New Dataset Towards Retrieving Images by Natural Language Feedback
Image Retrieval,97,SketchParse : Towards Rich Descriptions for Poorly Drawn Sketches using Multi-Task Hierarchical Deep Networks
Image Retrieval,98,Large-Scale Location Recognition and the Geometric Burstiness Problem
Image Retrieval,99,Orthogonal Convolutional Neural Networks
Image Retrieval,100,Learning Metrics from Teachers: Compact Networks for Image Embedding
Image Retrieval,101,Symmetrical Synthesis for Deep Metric Learning
Image Retrieval,102,Single Shot Scene Text Retrieval
Image Retrieval,103,Improved Embeddings with Easy Positive Triplet Mining
Image Retrieval,104,Deep Randomized Ensembles for Metric Learning
Image Retrieval,105,Deep Metric Learning Beyond Binary Supervision
